"STATE","Plant","Lat","Long","Coal","Oil","Gas","Nuclear","Hydro","Biomass","Wind","Solar","Geo","Other1","Other2"
"CA","Metcalf Energy Center","37.2169","-121.7439","0.0","0.0","2,612,896.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mid Valley Landfill","34.1425","-117.4274","0.0","0.0","0.0","0.0","0.0","13,314.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mid-Set Cogeneration","35.2273","-119.6300","0.0","0.0","289,387.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Middle Fork","39.0575","-120.4092","0.0","0.0","0.0","0.0","545,513.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Middle Gorge","37.3864","-118.4417","0.0","0.0","0.0","0.0","101,479.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Midway Sunset Cogen","35.2269","-119.6294","0.0","0.0","1,812,354.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mill Creek 3","34.0886","-117.0386","0.0","0.0","0.0","0.0","10,960.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Milliken Landfill","34.0372","-117.5569","0.0","0.0","0.0","0.0","0.0","11,703.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mira Loma Peaker Generating Unit","34.0054","-117.5604","0.0","0.0","4,773.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Miramar","32.9146","-117.1064","0.0","0.0","2,297.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Miramar","32.8769","-117.1664","0.0","0.0","90,884.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Miramar Landfill Metro Biosolids Center","32.8067","-117.1683","0.0","0.0","0.0","0.0","0.0","51,989.0","0.0","0.0","0.0","0.0","0.0"
"CA","MM Yolo Power LLC Facility","38.6794","-121.7642","0.0","0.0","0.0","0.0","0.0","18,099.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mobile GT","39.4373","-123.3794","0.0","3,892.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Moccasin","37.8106","-120.2989","0.0","0.0","0.0","0.0","375,977.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Moccasin Low Head Hydro Project","37.8094","-120.2994","0.0","0.0","0.0","0.0","8,708.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mojave 16","35.0500","-118.2572","0.0","0.0","0.0","0.0","0.0","0.0","46,287.0","0.0","0.0","0.0","0.0"
"CA","Mojave 17","35.0500","-118.2572","0.0","0.0","0.0","0.0","0.0","0.0","41,974.0","0.0","0.0","0.0","0.0"
"CA","Mojave 18","35.0500","-118.2564","0.0","0.0","0.0","0.0","0.0","0.0","69,211.0","0.0","0.0","0.0","0.0"
"CA","Mojave 3","35.0500","-118.2572","0.0","0.0","0.0","0.0","0.0","0.0","63,400.0","0.0","0.0","0.0","0.0"
"CA","Mojave 4","35.0506","-118.2572","0.0","0.0","0.0","0.0","0.0","0.0","74,991.0","0.0","0.0","0.0","0.0"
"CA","Mojave 5","35.0500","-118.2572","0.0","0.0","0.0","0.0","0.0","0.0","62,089.0","0.0","0.0","0.0","0.0"
"CA","Mojave Cogen","35.0433","-117.6450","0.0","0.0","373,241.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mojave Siphon","34.3072","-117.3244","0.0","0.0","0.0","0.0","61,777.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Monterey Regional Water Cogen Facility","36.7056","-121.7714","0.0","0.0","0.0","0.0","0.0","7,623.0","0.0","0.0","0.0","0.0","0.0"
"CA","Montgomery Creek Hydro","40.8494","-121.9569","0.0","0.0","0.0","0.0","12,380.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Monticello","38.2760","-121.9837","0.0","0.0","0.0","0.0","35,814.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mountain View I&2","33.9211","-116.5642","0.0","0.0","0.0","0.0","0.0","0.0","224,936.0","0.0","0.0","0.0","0.0"
"CA","Mountain View III","33.9103","-116.5453","0.0","0.0","0.0","0.0","0.0","0.0","84,581.0","0.0","0.0","0.0","0.0"
"CA","Mountainview Power LLC","34.0836","-117.2408","0.0","0.0","6,034,355.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mt Lassen Power","40.2969","-121.0178","0.0","0.0","0.0","0.0","0.0","64,050.0","0.0","0.0","0.0","0.0","0.0"
"CA","Mt Poso Cogeneration","35.5765","-119.0061","244,074.7","9,833.9","0.0","0.0","0.0","44,503.4","0.0","0.0","0.0","0.0","0.0"
"CA","Muck Valley Hydroelectric","41.0150","-121.1549","0.0","0.0","0.0","0.0","30,561.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Municipal Cogen Plant","33.8247","-116.5106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Murphys","38.1500","-120.4508","0.0","0.0","0.0","0.0","16,328.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Nacimiento Hydro Project","35.7919","-120.8747","0.0","0.0","0.0","0.0","12,204.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Narrows","39.2117","-121.0431","0.0","0.0","0.0","0.0","55,947.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Narrows 2","39.3728","-121.2047","0.0","0.0","0.0","0.0","196,835.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Naval Hospital Medical Center","32.7261","-117.1464","0.0","0.0","17,506.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Naval Station Energy Facility","32.6795","-117.1224","0.0","0.0","320,121.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Nelson Creek","41.0289","-121.8911","0.0","0.0","0.0","0.0","4,065.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","New Hogan Power Plant","38.1514","-120.8522","0.0","0.0","0.0","0.0","4,305.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","New Melones","37.9492","-120.5243","0.0","0.0","0.0","0.0","339,801.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Newby Island I","37.4567","-121.9419","0.0","0.0","0.0","0.0","0.0","14,661.0","0.0","0.0","0.0","0.0","0.0"
"CA","Newby Island II","37.4567","-121.9419","0.0","0.0","0.0","0.0","0.0","7,787.0","0.0","0.0","0.0","0.0","0.0"
"CA","Newcastle","38.8867","-121.1950","0.0","0.0","0.0","0.0","32,340.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Nichols Road Power Plant","38.0432","-121.9870","0.0","152,853.7","310.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Niland Gas Turbine Plant","33.2421","-115.5014","0.0","0.0","31,661.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Nimbus","38.6761","-121.1586","0.0","0.0","0.0","0.0","59,698.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","North Brawley Geothermal Plant","33.0139","-115.5439","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","177,569.0","0.0","0.0"
"CA","North City Cogen Facility","32.8817","-117.1958","0.0","0.0","0.0","0.0","0.0","28,817.0","0.0","0.0","0.0","0.0","0.0"
"CA","North Island Energy Facility","32.7050","-117.1890","0.0","0.0","325,045.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","North Midway Cogen","35.2761","-119.5986","0.0","0.0","23,141.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Northwind Energy","37.8453","-121.7272","0.0","0.0","0.0","0.0","0.0","0.0","13,187.0","0.0","0.0","0.0","0.0"
"CA","Nove Power Plant","37.9675","-122.3822","0.0","0.0","0.0","0.0","0.0","13,063.0","0.0","0.0","0.0","0.0","0.0"
"CA","NRG Energy San Diego","32.7100","-117.1619","0.0","0.0","1,630.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","NRG Solar Blythe LLC","33.5917","-114.7444","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49,855.0","0.0","0.0","0.0"
"CA","NTC/MCRD Energy Facility","32.7353","-117.2083","0.0","0.0","158,345.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oak Creek Energy Systems I","35.0260","-118.3562","0.0","0.0","0.0","0.0","0.0","0.0","87,548.0","0.0","0.0","0.0","0.0"
"CA","Oak Flat","39.9322","-121.0597","0.0","0.0","0.0","0.0","5,545.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oasis Wind","35.0833","-118.3333","0.0","0.0","0.0","0.0","0.0","0.0","137,574.0","0.0","0.0","0.0","0.0"
"CA","Oildale Energy LLC","35.4236","-119.0596","0.0","0.0","312,260.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Olinda Landfill Gas Recovery Plant","33.9056","-117.8439","0.0","0.0","0.0","0.0","0.0","37,273.0","0.0","0.0","0.0","0.0","0.0"
"CA","Olive","34.1775","-118.3147","0.0","0.0","13,625.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Olive View Medical Center","34.3261","-118.4461","0.0","0.0","19,479.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","OLS Energy Camarillo","34.1594","-119.0464","0.0","0.0","224,332.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","OLS Energy Chino","33.9961","-117.6726","0.0","0.0","230,435.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Olsen","40.7587","-122.0344","0.0","0.0","0.0","0.0","9,421.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","ONeill","37.0986","-121.0477","0.0","0.0","0.0","0.0","1,624.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Orange Grove Peaking Facility","33.3594","-117.1114","0.0","0.0","63,903.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ormesa I","32.8156","-115.2568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","92,827.0","0.0","0.0"
"CA","Ormesa IH","32.7842","-115.2475","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39,452.0","0.0","0.0"
"CA","Ormesa II","32.7873","-115.2479","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","97,469.0","0.0","0.0"
"CA","Ormond Beach","34.1292","-119.1689","0.0","0.0","116,841.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oroville Cogeneration LP","39.5125","-121.5817","0.0","0.0","10,885.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Otay","32.5983","-117.0178","0.0","0.0","0.0","0.0","0.0","42,621.0","0.0","0.0","0.0","0.0","0.0"
"CA","Otay Mesa Generating Project","32.5733","-116.9153","0.0","0.0","2,161,883.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oxbow","39.0032","-120.7465","0.0","0.0","0.0","0.0","31,118.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oxnard","34.1960","-119.1667","0.0","0.0","579,448.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Oxnard Wastewater Treatment Plant","34.1503","-119.1289","0.0","0.0","6,032.4","0.0","0.0","269.6","0.0","0.0","0.0","0.0","0.0"
"CA","Pacific Lumber","40.4728","-124.1014","0.0","0.0","0.0","0.0","0.0","141,058.5","0.0","0.0","0.0","0.0","0.0"
"CA","Pacific Oroville Power Inc","39.4808","-121.5658","0.0","0.0","0.0","0.0","0.0","69,474.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pacific-Ultrapower Chinese Station","37.8746","-120.4774","0.0","0.0","0.0","0.0","0.0","112,908.0","0.0","0.0","0.0","0.0","0.0"
"CA","Painted Hills","33.9369","-116.6183","0.0","0.0","0.0","0.0","0.0","0.0","34,731.0","0.0","0.0","0.0","0.0"
"CA","Palomar Energy","33.1192","-117.1180","0.0","0.0","3,197,928.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Palos Verdes Gas to Energy","33.7925","-118.3503","0.0","0.0","2,455.2","0.0","0.0","16,916.8","0.0","0.0","0.0","0.0","0.0"
"CA","Panoche Energy Center","36.6535","-120.5785","0.0","0.0","191,563.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Panoche Peaker","36.6535","-120.5783","0.0","0.0","2,732.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pardee","38.2569","-120.8507","0.0","0.0","0.0","0.0","130,964.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Parker","37.2917","-120.4342","0.0","0.0","0.0","0.0","5,276.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Parker Dam","34.2951","-114.1417","0.0","0.0","0.0","0.0","439,316.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pastoria Energy Facility LLC","34.9556","-118.8440","0.0","0.0","4,336,307.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Patterson Pass","37.5000","-121.5000","0.0","0.0","0.0","0.0","0.0","0.0","31,014.0","0.0","0.0","0.0","0.0"
"CA","PE Berkeley","37.8686","-122.2944","0.0","0.0","202,553.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Peaker Power Unit Center Substation","33.9297","-118.1047","0.0","0.0","5,695.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pebbly Beach","33.3889","-118.4547","0.0","28,586.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Perris","33.8361","-117.1831","0.0","0.0","0.0","0.0","14,846.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Phillips 66 Carbon Plant","38.0191","-122.2367","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","113,784.0"
"CA","Phoenix","37.9989","-120.3238","0.0","0.0","0.0","0.0","10,078.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pilot Knob","32.7389","-114.7003","0.0","0.0","0.0","0.0","24,250.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pine Flat","36.8326","-119.3270","0.0","0.0","0.0","0.0","512,545.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pine Tree Wind Power Project","35.2389","-118.1874","0.0","0.0","0.0","0.0","0.0","0.0","306,709.0","0.0","0.0","0.0","0.0"
"CA","Pit 1","41.0125","-121.4645","0.0","0.0","0.0","0.0","218,921.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pit 3","41.0218","-121.6747","0.0","0.0","0.0","0.0","283,586.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pit 4","40.9881","-121.7694","0.0","0.0","0.0","0.0","407,562.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pit 5","40.9932","-121.8693","0.0","0.0","0.0","0.0","713,130.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pit 6","40.9223","-121.9923","0.0","0.0","0.0","0.0","334,962.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pit 7","40.8481","-121.9906","0.0","0.0","0.0","0.0","483,569.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pitchess Cogen Station","34.4649","-118.5930","0.0","0.0","201,585.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pittsburg Power","38.0392","-121.8940","0.0","0.0","52,862.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Pittsburg Power Plant","38.0261","-121.8500","0.0","0.0","20,742.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Plant No 1","33.6942","-117.9381","0.0","0.0","1,484.1","0.0","0.0","33,829.9","0.0","0.0","0.0","0.0","0.0"
"CA","Plant No 2","33.6433","-117.9556","0.0","0.0","3,374.9","0.0","0.0","37,732.1","0.0","0.0","0.0","0.0","0.0"
"CA","Pleasant Valley","37.3864","-118.4417","0.0","0.0","0.0","0.0","7,951.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ples I","37.6455","-118.9096","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100,820.0","0.0","0.0"
"CA","Poe","39.7229","-121.4699","0.0","0.0","0.0","0.0","529,896.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ponderosa Bailey Creek","40.4444","-121.8353","0.0","0.0","0.0","0.0","1,985.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Poole","37.9447","-119.2147","0.0","0.0","0.0","0.0","32,334.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Portal","37.3197","-119.0704","0.0","0.0","0.0","0.0","23,701.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Potrero Power","37.7558","-122.3869","0.0","-1,042.0","431,813.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Potter Valley","39.3853","-123.0925","0.0","0.0","0.0","0.0","27,308.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Prima Desheha Landfill","33.4925","-117.6406","0.0","0.0","0.0","0.0","0.0","42,691.0","0.0","0.0","0.0","0.0","0.0"
"CA","Puente Hills Energy Recovery","34.0233","-118.0241","0.0","0.0","0.0","0.0","0.0","446,098.0","0.0","0.0","0.0","0.0","0.0"
"CA","R C Kirkwood","37.6992","-120.4208","0.0","0.0","0.0","0.0","557,200.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ralston","39.0010","-120.7248","0.0","0.0","0.0","0.0","362,654.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rancho Penasquitos","32.9364","-117.1133","0.0","0.0","0.0","0.0","20,349.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","RCWMD Badlands Landfill Gas Project","33.9583","-117.1250","0.0","0.0","0.0","0.0","0.0","6,275.0","0.0","0.0","0.0","0.0","0.0"
"CA","Red Bluff","40.1519","-122.2014","0.0","0.0","33,985.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Red Mountain","33.3968","-117.1853","0.0","0.0","0.0","0.0","31,394.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Redding Power","40.5083","-122.4253","0.0","0.0","21,319.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Regional Wastewater Control Facility","37.9369","-121.3294","0.0","5.7","11,017.0","0.0","0.0","5,466.8","0.0","0.0","0.0","0.0","0.0"
"CA","Rhodia Dominguez Plant","33.8431","-118.2347","0.0","0.0","4,063.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1,988.8"
"CA","Richard J Donovan Correctional Facility","32.7642","-117.2011","0.0","0.0","20,202.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Richmond Cogen","37.9418","-122.3909","0.0","0.0","861,777.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Richmond Refinery TG800","37.9433","-122.3843","0.0","108,360.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ridgetop","35.0697","-118.3167","0.0","0.0","0.0","0.0","0.0","0.0","144,339.0","0.0","0.0","0.0","0.0"
"CA","Ridgetop Energy LLC","35.0697","-118.3167","0.0","0.0","0.0","0.0","0.0","0.0","65,190.0","0.0","0.0","0.0","0.0"
"CA","Rio Bravo Fresno","36.6849","-119.7199","0.0","0.0","1,127.0","0.0","0.0","176,835.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rio Bravo Hydro Project","35.5789","-118.9669","0.0","0.0","0.0","0.0","34,050.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rio Bravo Jasmin","35.7415","-119.0512","262,016.3","6,713.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rio Bravo Poso","35.5556","-119.0832","267,530.3","14,151.3","510.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rio Bravo Rocklin","38.8316","-121.3134","0.0","0.0","1,188.1","0.0","0.0","171,086.9","0.0","0.0","0.0","0.0","0.0"
"CA","Rio Hondo","33.9421","-118.1737","0.0","0.0","0.0","0.0","2,288.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ripon Generation Station","37.7313","-121.1255","0.0","0.0","21,951.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Ripon Mill","37.7325","-121.1160","0.0","0.0","132,278.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Riverside Energy Resource Center","33.9636","-117.4528","0.0","0.0","14,788.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Riverview Energy Center","38.0139","-121.7760","0.0","0.0","8,125.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Roaring Creek Water Power","40.8819","-121.9486","0.0","0.0","0.0","0.0","8,460.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Robbs Peak","38.8965","-120.3783","0.0","0.0","0.0","0.0","61,112.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Robert O Schulz Solar Farm","37.8583","-120.8917","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3,000.0","0.0","0.0","0.0"
"CA","Rock Creek","38.9388","-120.7283","0.0","0.0","0.0","0.0","423,641.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rock Creek LP","38.7903","-120.5903","0.0","0.0","0.0","0.0","3,850.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rockwood","32.9556","-115.5357","0.0","501.3","2,185.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rollins","39.1336","-120.9519","0.0","0.0","0.0","0.0","68,535.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Roseburg Forest Products Biomass","44.4747","-122.4531","0.0","0.0","0.0","0.0","0.0","-197.0","0.0","0.0","0.0","0.0","0.0"
"CA","Roseville","38.8106","-121.3238","0.0","0.0","742.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Roseville Energy Park","38.7926","-121.3823","0.0","0.0","502,960.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Rush Creek","37.7694","-119.1219","0.0","0.0","0.0","0.0","54,054.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Sacramento Soleil LLC","38.4594","-121.8294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1,744.0","0.0","0.0","0.0"
"CA","Saint Agnes Medical Center","36.7475","-119.7714","0.0","0.0","31,395.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Saint Johns Health Center","34.0269","-118.4733","0.0","0.0","3,207.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Salinas River Cogeneration","35.9515","-120.8679","0.0","0.0","285,760.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Salt Springs","38.4564","-120.5367","0.0","0.0","0.0","0.0","160,340.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Salton Sea Unit 1","33.1580","-115.6475","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","80,000.0","0.0","0.0"
"CA","Salton Sea Unit 2","33.1580","-115.6475","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","128,000.0","0.0","0.0"
"CA","Salton Sea Unit 3","33.1570","-115.6386","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","393,000.0","0.0","0.0"
"CA","Salton Sea Unit 4","33.1570","-115.6386","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","355,000.0","0.0","0.0"
"CA","Salton Sea Unit 5","33.1533","-115.6384","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","380,000.0","0.0","0.0"
"CA","San Antonio Community Hospital","34.1019","-117.6381","0.0","0.0","14,574.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Diego State University","32.6353","-117.0997","0.0","0.0","67,410.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Dimas","34.3209","-118.2212","0.0","0.0","0.0","0.0","37,070.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Dimas Wash Generating Station","34.1022","-117.8169","0.0","0.0","0.0","0.0","3,236.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Fernando","34.3053","-118.4322","0.0","0.0","0.0","0.0","6,713.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Francisquito 1","34.5890","-118.4547","0.0","0.0","0.0","0.0","181,745.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Francisquito 2","34.4988","-118.6013","0.0","0.0","0.0","0.0","51,954.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Gabriel Facility","34.0590","-117.7740","0.0","0.0","141,151.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Gabriel Hydro Project","34.2044","-117.8461","0.0","0.0","0.0","0.0","22,782.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Gorgonio Farms Wind Energy","33.9264","-116.6147","0.0","0.0","0.0","0.0","0.0","0.0","70,561.0","0.0","0.0","0.0","0.0"
"CA","San Gorgonio Westwinds II LLC","33.9340","-116.5781","0.0","0.0","0.0","0.0","0.0","0.0","124,527.0","0.0","0.0","0.0","0.0"
"CA","San Gorgonio Windplant WPP1993","33.9228","-116.5422","0.0","0.0","0.0","0.0","0.0","0.0","74,839.0","0.0","0.0","0.0","0.0"
"CA","San Joaquin 2","37.2325","-119.5203","0.0","0.0","0.0","0.0","13,961.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Joaquin 3","37.2325","-119.5203","0.0","0.0","0.0","0.0","18,652.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Joaquin Cogen","37.8062","-121.2768","0.0","0.0","3,370.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Jose Cogeneration","37.3356","-121.8808","0.0","0.0","36,111.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Marcos Energy LLC","33.0947","-117.0294","0.0","0.0","0.0","0.0","0.0","3,553.0","0.0","0.0","0.0","0.0","0.0"
"CA","San Onofre Nuclear Generating Station","33.3687","-117.5551","0.0","0.0","0.0","13,770,832.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Sand Bar Power Plant","38.1833","-120.1500","0.0","0.0","0.0","0.0","78,623.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Santa Ana 1","34.1461","-117.0572","0.0","0.0","0.0","0.0","6,861.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Santa Ana 3","34.1078","-117.0994","0.0","0.0","0.0","0.0","4,985.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Santa Clara (85C)","37.7494","-121.6647","0.0","0.0","0.0","0.0","0.0","0.0","24,561.0","0.0","0.0","0.0","0.0"
"CA","Santa Clara Cogen","37.3919","-121.9603","0.0","0.0","30,477.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Santa Maria EPG","35.0478","-120.6367","0.0","23,744.4","633.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CA","Santa Maria LFG Power Plant","34.9508","-120.4131","0.0","0.0","0.0","0.0","0.0","7,713.0","0.0","0.0","0.0","0.0","0.0"
