"State","Plant","Lat","Long","Coal","Oil","Gas","Nuclear","Hydro","Wood","Wind","Solar","Geo","Other"
"FL","FARMLAND HYDRO  LP","28.0023","81.6244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","207766.7"
"FL","FLORIDA'S  NATURAL GROWERS","28.0023","81.6244","0.0","0.0","31468.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","FORT MYERS","26.6969","81.7819","0.0","2823380.0","65612.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","G E TURNER","28.8686","81.2728","0.0","54138.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","G W IVEY","25.5582","80.4962","0.0","6703.0","56642.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HANSEL","27.9948","81.2595","0.0","364.0","49300.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HARDEE POWER STATION","27.4914","81.8097","0.0","198018.6","939043.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HENRY D KING","27.4500","80.3239","0.0","835.0","89354.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HIGGINS","28.0022","82.6631","0.0","1384.0","82838.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HILLSBOROUGH COUNTY RESOURCE RECOVERY FACILITY","27.9091","82.3530","0.0","0.0","0.0","0.0","0.0","149785.6","0.0","0.0","0.0","64193.8"
"FL","HINES ENERGY COMPLEX","28.0023","81.6244","0.0","0.0","2722410.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","HOOKERS POINT","27.9381","82.4436","0.0","146038.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","IMC AGRICO CO NEW WALES OPERATIONS","28.0023","81.6244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","417919.6"
"FL","IMC AGRICO CO SOUTH PIERCE OPERATIONS","28.0023","81.6244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","261738.6"
"FL","INDIAN RIVER PLANT","28.4933","80.7800","0.0","1476.0","144975.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","INDIANTOWN COGENERATION FACILITY","27.1098","80.4832","2334794.4","0.0","54218.4","0.0","0.0","0.0","0.0","0.0","0.0","1465.1"
"FL","INTERCESSION CITY","27.9948","81.2595","0.0","242888.0","455823.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","J D KENNEDY","30.3639","81.6233","0.0","46436.0","133690.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","J WOODRUFF","30.5499","84.6076","0.0","0.0","0.0","0.0","76348.0","0.0","0.0","0.0","0.0","0.0"
"FL","JACKSON BLUFF","30.4793","84.3463","0.0","0.0","0.0","0.0","6940.0","0.0","0.0","0.0","0.0","0.0"
"FL","JEFFERSON POWER LLC","30.3759","83.8403","0.0","0.0","0.0","0.0","0.0","6900.2","0.0","0.0","0.0","0.0"
"FL","JEFFERSON SMURFIT CORP","30.5506","81.7444","178849.5","42690.6","0.0","0.0","0.0","333330.5","0.0","0.0","0.0","0.0"
"FL","JOHN R KELLY","29.6458","82.3214","0.0","4620.0","62675.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","LAKE COGEN LTD","28.8112","81.6550","0.0","0.0","701056.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","LAKE COUNTY RESOURCE RECOVERY FACILITY","28.7448","81.2034","0.0","0.0","0.0","0.0","0.0","65726.7","0.0","0.0","0.0","28168.6"
"FL","LANSING SMITH","30.2661","85.6989","2456187.0","13442.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","LARSEN MEMORIAL","28.0333","81.9167","0.0","28738.0","434220.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","LAUDERDALE","26.0683","80.2000","0.0","3511.0","6544262.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","LEE COUNTY SOLID WASTE ENERGY RECOVERY FACILITY","26.5529","81.9178","0.0","0.0","0.0","0.0","0.0","177978.7","0.0","0.0","0.0","76721.0"
"FL","MANATEE","27.6058","82.3456","0.0","5023047.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","MARATHON","25.4604","81.1635","0.0","1003.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","MARTIN","27.1098","80.4832","0.0","3050660.0","10176625.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","MCKAY BAY FACILITY","27.9091","82.3530","0.0","0.0","0.0","0.0","0.0","55429.0","0.0","0.0","0.0","23755.3"
"FL","MERRITT SQUARE MALL","28.3065","80.7175","0.0","0.0","14112.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","MIAMI DADE COUNTY RESOURCES RECOVERY FACILITY","25.5582","80.4962","0.0","0.0","0.0","0.0","0.0","241997.5","0.0","0.0","0.0","105122.7"
"FL","MULBERRY COGENERATION FACILITY","28.0023","81.6244","0.0","205.5","420180.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","NITRAM INC","27.9091","82.3530","0.0","0.0","11436.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","NORTH COUNTY REGIONAL RESOURCE RECOVERY FACILITY","26.6456","80.4586","0.0","0.0","1133.1","0.0","0.0","278253.7","0.0","0.0","0.0","119251.6"
"FL","NORTHSIDE GENERATING","30.4178","81.5525","0.0","1699215.0","740336.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","OKEELANTA POWER LP","26.6456","80.4586","0.0","3166.5","0.0","0.0","0.0","503301.9","0.0","0.0","0.0","0.0"
"FL","ORANGE COGENERATION FACILITY","28.0023","81.6244","0.0","0.0","480093.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ORLANDO COGEN LP","28.5662","81.2613","0.0","0.0","860794.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","P L BARTOW","27.8597","82.6025","0.0","1632693.0","196889.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PALATKA OPERATIONS","29.5818","81.7453","0.0","190116.9","44763.5","0.0","0.0","447952.0","0.0","0.0","0.0","0.0"
"FL","PASCO COGEN LTD","28.3248","82.4307","0.0","14.8","690472.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PASCO COUNTY SOLID WASTE RESOURCE RECOVERY","28.3248","82.4307","0.0","0.0","0.0","0.0","0.0","128845.4","0.0","0.0","0.0","55406.2"
"FL","PENSACOLA COGENERATION PLANT","30.6370","87.3329","0.0","0.0","1017.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PENSACOLA FLORIDA","30.6370","87.3329","56601.3","0.0","96850.4","0.0","0.0","323843.4","0.0","0.0","0.0","0.0"
"FL","PENSACOLA FLORIDA PLANT","30.6370","87.3329","0.0","17307.1","579877.9","0.0","0.0","0.0","0.0","0.0","0.0","21374.6"
"FL","PHILLIPS","27.3391","81.2525","0.0","78923.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PINELLAS COUNTY RESOURCE RECOVERY","27.8961","82.7229","0.0","0.0","41.1","0.0","0.0","280061.8","0.0","0.0","0.0","120026.5"
"FL","POLK","28.0023","81.6244","1612583.0","96613.0","4805.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PORT EVERGLADES","26.0856","80.1253","0.0","3878843.0","1028076.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PORTLAND","30.6317","86.1212","0.0","-83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","PUTNAM","29.5818","81.7453","0.0","121.0","2440422.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","RAYONIER FERNANDINA MILL","30.2138","82.6271","0.0","43421.3","0.0","0.0","0.0","146838.1","0.0","0.0","0.0","0.0"
"FL","RELIANT ENERGY INDIAN RIVER PLANT","28.4933","80.7800","0.0","821979.5","420043.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","RIDGE GENERATING STATION","28.0023","81.6244","0.0","0.0","0.0","0.0","0.0","103720.8","0.0","0.0","0.0","86245.7"
"FL","RIO PINAR","28.5662","81.2613","0.0","2714.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","RIVIERA","26.7653","80.0525","0.0","1948658.0","458107.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","S O PURDOM","30.1583","84.2000","0.0","19236.0","550935.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SANFORD","28.8419","81.3256","0.0","2532877.0","593988.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SCHOLZ","30.6794","84.8872","310609.0","239.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SEMINOLE","29.7336","81.6339","9084886.0","24675.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SEMINOLE MILL","30.3448","81.7153","0.0","0.0","32803.8","0.0","0.0","0.0","0.0","0.0","0.0","61074.5"
"FL","SMITH STREET","29.0199","81.2071","0.0","1828.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SOUTH DISTRICT WASTEWATER TREATMENT PLANT","25.5582","80.4962","0.0","0.0","0.0","0.0","0.0","7960.3","0.0","0.0","0.0","0.0"
"FL","SOUTHERNMOST WASTE TO ENERGY FACILITY","25.4604","81.1635","0.0","0.0","0.0","0.0","0.0","7727.8","0.0","0.0","0.0","3311.9"
"FL","SOUTHSIDE GENERATING","30.3167","81.6486","0.0","427489.0","122033.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ST CLOUD","27.9948","81.2595","0.0","803.0","6573.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ST JOHNS RIVER POWER","30.4308","81.5508","9943776.0","32481.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ST JOSEPHS HOSPITAL","27.9091","82.3530","0.0","0.0","5167.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ST LUCIE","27.3819","80.4398","0.0","0.0","0.0","14409438.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","ST VINCENTS MEDICAL CENTER","30.3448","81.7153","0.0","0.0","6303.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","STANTON ENERGY CTR","28.4822","81.1678","6441178.0","7152.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","STOCK ISLAND","25.5300","81.0700","0.0","31533.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","STONE CONTAINER CORP PANAMA CITY MILL","30.2458","85.6902","52375.1","49248.6","14895.1","0.0","0.0","102888.3","0.0","0.0","0.0","0.0"
"FL","SUWANNEE RIVER","30.3764","83.1803","0.0","328072.0","94527.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","SUWANNEE RIVER CHEM COMPLEX","30.4769","82.9861","0.0","80.6","19282.5","0.0","0.0","0.0","0.0","0.0","0.0","31332.5"
"FL","SWIFT CREEK CHEMICAL COMPLEX","30.4769","82.9861","0.0","4185.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","79637.1"
"FL","TIGER BAY","28.0023","81.6244","0.0","0.0","1347448.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","TIMBER ENERGY RESOURCES INC","30.2888","84.8447","0.0","0.0","0.0","0.0","0.0","93569.1","0.0","0.0","0.0","0.0"
"FL","TOM G SMITH","26.6125","80.0678","0.0","11175.0","136101.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","TROPICANA PRODUCTS INC BRADENTON COGEN","27.4268","82.4004","0.0","0.0","328583.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","TURKEY POINT","25.4356","80.3308","0.0","2044489.0","1297718.0","11275038.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","U S AGRI CHEMICALS CORP FORT MEADE CHEMICAL PROD","28.0023","81.6244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","177355.9"
"FL","UNIVERSITY OF FL","29.6828","82.3558","0.0","0.0","312164.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","VERO BEACH MUNICIPAL","27.6311","80.3758","0.0","2018.0","224271.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","VOLUSIA COUNTY LANDFILL","29.0199","81.2071","0.0","0.0","0.0","0.0","0.0","21000.7","0.0","0.0","0.0","0.0"
"FL","W E SWOOPE","29.0199","81.2071","0.0","847.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FL","WHEELABRATOR NORTH BROWARD","26.1454","80.4782","0.0","0.0","18178.7","0.0","0.0","303886.5","0.0","0.0","0.0","130237.1"
"FL","WHEELABRATOR SOUTH BROWARD","26.1454","80.4782","0.0","0.0","2836.0","0.0","0.0","305631.4","0.0","0.0","0.0","130984.9"
"GA","ALLATOONA","34.2441","84.8461","0.0","0.0","0.0","0.0","82268.0","0.0","0.0","0.0","0.0","0.0"
"GA","ARKWRIGHT","32.9269","83.6997","212007.0","-1167.0","172189.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","AT&T ALPHARETTA CENTER","33.8443","84.4094","0.0","349.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ATHENS REGIONAL MEDICAL CENTER","33.9455","83.3909","0.0","8.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ATKINSON","33.8244","84.4750","0.0","922.0","95212.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ATLANTA GIFT MART LP","33.8443","84.4094","0.0","6.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","AVONDALE MILLS INC","33.3880","82.1033","0.0","0.0","0.0","0.0","9839.8","0.0","0.0","0.0","0.0","0.0"
"GA","B J GAS RECOVERY","33.9603","84.0378","0.0","0.0","0.0","0.0","0.0","7481.6","0.0","0.0","0.0","0.0"
"GA","BACONTON POWER","31.2603","84.2531","0.0","23055.9","38906.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","BANK OF AMERICA PLAZA","33.8443","84.4094","0.0","471.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","BARNETT SHOALS","33.8320","83.4613","0.0","0.0","0.0","0.0","3570.0","0.0","0.0","0.0","0.0","0.0"
"GA","BARTLETTS FERRY","32.7276","84.9386","0.0","0.0","0.0","0.0","233301.0","0.0","0.0","0.0","0.0","0.0"
"GA","BLUE RIDGE","34.8094","84.2324","0.0","0.0","0.0","0.0","21023.0","0.0","0.0","0.0","0.0","0.0"
"GA","BOULEVARD","31.9812","81.1175","0.0","586.0","11215.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","BOWEN","34.1256","84.9192","21666167.0","15763.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","BROWN WILLIAMSON TOBACCO CO","32.8084","83.6912","3459.2","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","BRUNSWICK PULP&PAPER CO","31.2335","81.5161","0.0","48055.1","51606.4","0.0","0.0","365553.8","0.0","0.0","0.0","2329.0"
"GA","BUFORD","34.1928","84.1049","0.0","0.0","0.0","0.0","83475.0","0.0","0.0","0.0","0.0","0.0"
"GA","BURTON","34.8583","83.3815","0.0","0.0","0.0","0.0","11995.0","0.0","0.0","0.0","0.0","0.0"
"GA","CARTERS","34.7857","84.7658","0.0","0.0","0.0","0.0","369169.0","0.0","0.0","0.0","0.0","0.0"
"GA","CEDAR SPRINGS","31.2948","84.8716","129994.2","34357.4","14905.8","0.0","0.0","440051.4","0.0","0.0","0.0","0.0"
"GA","CNN CENTER","33.8443","84.4094","0.0","89.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","COMPAQ COMPUTER CORP","33.8443","84.4094","0.0","139.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","DAHLBERG","32.4874","83.6775","0.0","17743.0","539021.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","DEKALB MEDICAL CENTER","33.7861","84.1870","0.0","183.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","DERST BAKING CO","31.9812","81.1175","0.0","0.0","4499.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","DOYLE GENERATING FACILITY","33.7634","83.7443","0.0","0.0","214334.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","DURANGO-GEORGIA PAPER CO","30.9400","81.6665","96538.7","38335.0","59925.3","0.0","0.0","54746.4","0.0","0.0","0.0","0.0"
"GA","EAGLE & PHENIX","32.4915","84.8877","0.0","0.0","0.0","0.0","11735.1","0.0","0.0","0.0","0.0","0.0"
"GA","EDWIN I HATCH","31.7186","82.2994","0.0","0.0","0.0","12896325.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ESTATOAH","34.8583","83.3815","0.0","0.0","0.0","0.0","402.0","0.0","0.0","0.0","0.0","0.0"
"GA","FLINT RIVER","31.5428","84.2217","0.0","0.0","0.0","0.0","24395.0","0.0","0.0","0.0","0.0","0.0"
"GA","FLINT RIVER OPERATIONS","32.3465","84.0464","0.0","17066.2","0.0","0.0","0.0","249028.1","0.0","0.0","0.0","0.0"
"GA","GEORGIA PACIFIC CENTER","33.8443","84.4094","0.0","229.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","GOAT ROCK","32.7276","84.9386","0.0","0.0","0.0","0.0","103480.0","0.0","0.0","0.0","0.0","0.0"
"GA","HAMMOND","34.3333","85.2336","5009422.0","6075.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","HARLLEE BRANCH","33.1942","83.2994","8358887.0","3753.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","HARTWELL ENERGY LP","34.3518","82.9451","0.0","19803.0","392692.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","HARTWELL LAKE","34.3518","82.9451","0.0","0.0","0.0","0.0","263153.0","0.0","0.0","0.0","0.0","0.0"
"GA","HERCULES INC BRUNSWICK PLANT","31.2335","81.5161","0.0","1015.2","7798.0","0.0","0.0","21862.0","0.0","0.0","0.0","0.0"
"GA","HIGH SHOALS HYDRO","33.6261","83.4812","0.0","0.0","0.0","0.0","16.4","0.0","0.0","0.0","0.0","0.0"
"GA","IMERYS KAOLIN CO JEFFERSONVILLE PLANT","32.6751","83.4145","0.0","119.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","INFORUM","33.8443","84.4094","0.0","198.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","INLAND PAPERBOARD PACKAGING ROME LINERBOARD MILL","34.3333","85.2336","117327.8","31432.9","3814.0","0.0","0.0","258604.6","0.0","0.0","0.0","585.3"
"GA","INTERNATIONAL PAPER AUGUSTA MILL","33.3880","82.1033","64092.0","9150.5","3019.5","0.0","0.0","422561.7","0.0","0.0","0.0","0.0"
"GA","INTERNATIONAL PAPER CO SAVANNAH","31.9812","81.1175","340212.4","29962.6","110419.5","0.0","0.0","574867.7","0.0","0.0","0.0","1530.4"
"GA","INTERSTATE PAPER CORP RICEBORO","31.8221","81.4781","0.0","12606.4","27574.5","0.0","0.0","51929.9","0.0","0.0","0.0","0.0"
"GA","J M HUBER CORP ENGINEERED MINERALS DIV WRENS","33.0372","82.4554","0.0","25.9","6102.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","JACK MCDONOUGH","33.8244","84.4750","3464661.0","10480.0","166878.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","JOHN HARMON GEN","32.5801","83.8593","0.0","0.0","121.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","KRAFT","32.1333","81.1333","1283836.0","70002.0","76573.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","LANGDALE","32.7276","84.9386","0.0","0.0","0.0","0.0","2218.0","0.0","0.0","0.0","0.0","0.0"
"GA","LLOYD SHOALS","33.3290","83.6984","0.0","0.0","0.0","0.0","38539.0","0.0","0.0","0.0","0.0","0.0"
"GA","MCINTOSH","32.3533","81.1628","915963.0","47203.0","341468.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","MCMANUS","31.2125","81.5458","0.0","303067.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","MID GEORGIA COGEN","32.4874","83.6775","0.0","23411.1","665667.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","MILSTEAD","33.6560","84.0497","0.0","0.0","0.0","0.0","1548.4","0.0","0.0","0.0","0.0","0.0"
"GA","MITCHELL","31.4444","84.1322","637540.0","53396.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","MORGAN FALLS","33.8443","84.4094","0.0","0.0","0.0","0.0","28321.0","0.0","0.0","0.0","0.0","0.0"
"GA","MPC GENERATING","33.7634","83.7442","0.0","0.0","102258.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","NACOOCHEE","34.8583","83.3815","0.0","0.0","0.0","0.0","7764.0","0.0","0.0","0.0","0.0","0.0"
"GA","NAVAL SUBMARINE BASE  KINGS BAY  GA","30.9400","81.6665","0.0","19428.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","NEXPAK","33.9603","84.0378","0.0","0.0","598.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","NORTH HIGHLANDS","32.7276","84.9386","0.0","0.0","0.0","0.0","69709.0","0.0","0.0","0.0","0.0","0.0"
"GA","NOTTELY","34.8178","83.9690","0.0","0.0","0.0","0.0","13389.0","0.0","0.0","0.0","0.0","0.0"
"GA","OLIVER DAM","32.4915","84.8877","0.0","0.0","0.0","0.0","123819.0","0.0","0.0","0.0","0.0","0.0"
"GA","PLANT CRISP","31.5833","83.8339","5790.0","0.0","4630.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","PORTERDALE HYDRO","33.5562","83.8627","0.0","0.0","0.0","0.0","2189.6","0.0","0.0","0.0","0.0","0.0"
"GA","RABUN GAP COGENERATION FACILITY","34.8583","83.3815","0.0","0.0","0.0","0.0","0.0","14370.1","0.0","0.0","0.0","0.0"
"GA","RAYONIER JESUP MILL","31.5767","81.8857","0.0","51151.3","17551.8","0.0","0.0","415054.3","0.0","0.0","0.0","0.0"
"GA","RICHARD RUSSELL","34.1227","82.8209","0.0","0.0","0.0","0.0","248281.0","0.0","0.0","0.0","0.0","0.0"
"GA","RIVERSIDE","32.0833","81.0958","0.0","0.0","44347.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","RIVERSIDE MANUFACTURING CO","31.1802","83.7617","0.0","0.0","26.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","RIVERVIEW","32.7276","84.9386","0.0","0.0","0.0","0.0","995.0","0.0","0.0","0.0","0.0","0.0"
"GA","RIVERWOOD INTERNATIONAL USA INC","32.8084","83.6912","47315.3","28010.8","12811.9","0.0","0.0","150122.1","0.0","0.0","0.0","0.0"
"GA","RIVERWOOD 100 BUILDING","33.8443","84.4094","0.0","351.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ROBINS","32.4874","83.6775","0.0","27325.0","100733.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","ROCKY MOUNTAIN HYDRO","34.3333","85.2336","0.0","0.0","0.0","0.0","-518844.0","0.0","0.0","0.0","0.0","0.0"
"GA","SAVANNAH ENERGY SYSTEMS CO","31.9812","81.1175","0.0","0.0","15.4","0.0","0.0","6824.2","0.0","0.0","0.0","2924.6"
"GA","SAVANNAH RIVER MILL","32.3486","81.3364","44417.5","597616.2","29541.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SAVANNAH SUGAR REFINERY","31.9812","81.1175","34239.9","2098.8","15000.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SCHERER","33.0583","83.8072","21208290.0","5450.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SEWELL CREEK ENERGY","33.9986","85.1721","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"GA","SHEPHERD CENTER","33.8443","84.4094","0.0","84.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SINCLAIR DAM","33.0576","83.2433","0.0","0.0","0.0","0.0","61668.0","0.0","0.0","0.0","0.0","0.0"
"GA","SMARR ENERGY CENTER","33.0253","83.9178","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"GA","SOUTH GEORGIA MEDICAL CENTER","30.8281","83.2531","0.0","478.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SOWEGA POWER LLC","31.2603","84.2531","0.0","0.0","96167.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","SP NEWSPRINT CO","32.4314","82.9372","177047.7","9429.0","129801.3","0.0","0.0","38112.8","0.0","0.0","0.0","27788.8"
"GA","STATE FARM INSURANCE CO ISC EAST","33.8443","84.4094","0.0","890.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","STEVENS CREEK","34.7641","83.0746","0.0","0.0","0.0","0.0","56347.0","0.0","0.0","0.0","0.0","0.0"
"GA","SUN TRUST PLAZA","33.8443","84.4094","0.0","156.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","TALLASSEE HYDRO PROJ","33.9455","83.3909","0.0","0.0","0.0","0.0","1150.0","0.0","0.0","0.0","0.0","0.0"
"GA","TALLULAH FALLS","34.6271","83.5101","0.0","0.0","0.0","0.0","68057.0","0.0","0.0","0.0","0.0","0.0"
"GA","TERRORA","34.8583","83.3815","0.0","0.0","0.0","0.0","25586.0","0.0","0.0","0.0","0.0","0.0"
"GA","THIELE KAOLIN CO REEDY CREEK PLANT","33.0372","82.4554","0.0","486.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","THIELE KAOLIN COMPANY SANDERSVILLE PLANT","32.9989","82.7924","0.0","451.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","TUGALO","34.6271","83.5101","0.0","0.0","0.0","0.0","63169.0","0.0","0.0","0.0","0.0","0.0"
"GA","VALDOSTA WATER TREATMENT PLANT","30.8281","83.2531","0.0","344.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","VOGTLE","33.0491","81.9292","0.0","0.0","0.0","19576610.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","WALLACE DAM","33.2744","83.0113","0.0","0.0","0.0","0.0","442047.0","0.0","0.0","0.0","0.0","0.0"
"GA","WALTER F GEORGE","31.6330","84.9798","0.0","0.0","0.0","0.0","222253.0","0.0","0.0","0.0","0.0","0.0"
"GA","WANSLEY","33.4167","85.0333","9709833.0","20292.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA","WARWICK","31.5833","83.8339","0.0","0.0","0.0","0.0","29482.0","0.0","0.0","0.0","0.0","0.0"
"GA","WEST GEORGIA GENERATING CO","32.8416","84.3282","0.0","41746.5","592929.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
